Date,Type,Name,Withdraw,Deposit
2023-10-10,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,50.18
2023-10-10,cibc credit,"Amazon.ca Prime Member amazon.ca/pri, BC",,5.59
2023-10-10,td chequing,TD ATM DEP    002291,,839.98
2023-10-10,td chequing,SEND E-TFR ***4sR   ,80.0,
2023-10-10,td chequing,SEND E-TFR ***x63   ,250.0,
2023-10-10,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,38.64
2023-10-10,td chequing,AMZN Mktp CA      _V,14.27,
2023-10-10,td chequing,AMZN Mktp CA      _V,110.82,
2023-10-10,td chequing,THRIFTY FOODS #   _M,42.18,
2023-10-10,cibc credit,"CDN TIRE STORE #00365 VICTORIA, BC",,45.9
2023-10-10,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,14.77
2023-10-10,td chequing,AMZN Mktp CA      _V,110.82,
2023-10-11,td chequing,Transfer to savings,2.0,
2023-10-11,td chequing,NMM TFR 328412230705,,6618.5
2023-10-11,td chequing,AMZN Mktp CA      _V,,110.82
2023-10-11,td chequing,TD ATM W/D    008018,925.0,
2023-10-11,tdsavings,Transfer to savings,,2.0
2023-10-12,tdsavings,Transfer to savings,,0.5
2023-10-12,td chequing,NMM TFR 328505878705,,6474.3
2023-10-12,td chequing,CANADA COMPUTER   _V,895.38,
2023-10-12,td chequing,Transfer to savings,0.5,
2023-10-13,tdsavings,Transfer to savings,,0.5
2023-10-13,td chequing,THE ROOT CELLAR   _M,1.06,
2023-10-13,td chequing,Transfer to savings,0.5,
2023-10-16,tdsavings,Transfer to savings,,0.5
2023-10-16,td chequing,AMZN Mktp CA      _V,72.77,
2023-10-16,td chequing,Transfer to savings,0.5,
2023-10-16,td chequing,CANADA COMPUTER   _V,1007.38,
2023-10-16,td chequing,SEND E-TFR ***AeJ   ,778.0,
2023-10-16,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,37.5
2023-10-16,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,6.82
2023-10-16,td chequing,UNI VIC TUIT J3Y5R9 ,6000.0,
2023-10-17,td chequing,Transfer to savings,1.0,
2023-10-17,tdsavings,Transfer to savings,,1.0
2023-10-23,td chequing,AMZN Mktp CA      _V,14.55,
2023-10-23,td chequing,BELLEVILLE'S WA   _M,6.82,
2023-10-23,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,52.62
2023-10-23,cibc credit,"THE HOME DEPOT #7055 VICTORIA, BC",,33.58
2023-10-24,cibc chequing,Internet Banking INTERNET TRANSFER 000000237240,24.0,
2023-10-24,td chequing,Transfer to savings,1.0,
2023-10-24,td chequing,SEND E-TFR ***xJ5   ,1000.0,
2023-10-24,tdsavings,Transfer to savings,,1.0
2023-10-24,cibc chequing,Internet Banking E-TRANSFER 104754131725 KELLY OJUKWU,,1000.0
2023-10-24,cibc chequing,Internet Banking INTERNET TRANSFER 000000237222,780.0,
2023-10-24,cibc credit,PRE-AUTHORIZED PAYMENT - THANK YOU,23.03,
2023-10-25,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,24.0,
2023-10-25,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,780.0,
2023-10-25,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,28.3
2023-10-25,cibc chequing,Electronic Funds Transfer PREAUTHORIZED DEBIT CIBC CARD PRODUCTS DIVISION,23.03,
2023-10-26,cibc chequing,Internet Banking INTERNET TRANSFER 000000235366,82.0,
2023-10-26,td chequing,Amazon.ca         _V,29.65,
2023-10-27,tdsavings,Transfer to savings,,0.5
2023-10-27,td chequing,Transfer to savings,0.5,
2023-10-27,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,82.0,
2023-10-27,cibc credit,"SHOPPERS DRUG MART #02 VICTORIA, BC",,5.59
2023-10-30,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,51.01
2023-10-30,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,27.3
2023-10-30,cibc credit,"THE HOME DEPOT #7055 VICTORIA, BC",,27.98
2023-10-30,td chequing,TD ATM DEP    002960,,994.94
2023-10-31,td chequing,SEND E-TFR ***MVN   ,816.0,
2023-10-31,td chequing,INTEREST CREDIT     ,,0.03
2023-10-31,cibc chequing,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,
2023-10-31,td chequing,NMM TFR 330404946705,,216.0
2023-10-31,td chequing,SEND E-TFR ***vu8   ,216.0,
2023-10-31,cibc chequing,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95
2023-11-01,cibc chequing,Internet Banking INTERNET TRANSFER 000000205364,6.69,
2023-11-01,td chequing,Spotify       6.71_V,6.71,
2023-11-02,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,6.69,
2023-11-02,td chequing,SEND E-TFR ***X4p   ,204.0,
2023-11-02,td chequing,CANADA COMPUTER   _V,,895.38
2023-11-02,td chequing,Transfer to savings,0.5,
2023-11-02,tdsavings,Transfer to savings,,0.5
2023-11-03,cibc credit,"Amazon.ca*7E5N31ES3 AMAZON.CA, ON",,13.42
2023-11-03,cibc credit,"Amazon.ca*PA4C950K3 AMAZON.CA, ON",,11.17
2023-11-03,cibc credit,CASH INTEREST,,5.32
2023-11-06,td chequing,UNI VIC TUIT W7R3Z6 ,2500.0,
2023-11-06,td chequing,BELLEVILLE'S WA   _M,8.6,
2023-11-06,td chequing,Amazon Pri    7.49_V,10.67,
2023-11-06,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,8.6
2023-11-06,cibc credit,"LONDON DRUGS 14 VICTORIA, BC",,22.1
2023-11-06,cibc credit,"AMZN Mktp CA*OZ28Q3PR3 WWW.AMAZON.CA, ON",,95.2
2023-11-06,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,53.37
2023-11-07,cibc credit,"THE ROOT CELLAR VICTORIA, BC",,3.38
2023-11-07,td chequing,Transfer to savings,1.0,
2023-11-07,cibc credit,"Amazon.ca Prime Member amazon.ca/pri, BC",,5.59
2023-11-07,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,15.02
2023-11-07,tdsavings,Transfer to savings,,1.0
2023-11-08,cibc credit,"Islamic Relief Canada BURLINGTON, ON",,15.0
2023-11-08,cibc credit,"AMZN Mktp US*GM07Q1CP3 Amzn.com/bill, ON",,23.95
2023-11-09,cibc credit,"WAL-MART SUPERCENTER#3109 VICTORIA, BC",,63.42
2023-11-10,cibc credit,"UVIC BOOKSTORE VICTORIA, BC",,6.67
2023-11-10,cibc credit,"UVIC BOOKSTORE VICTORIA, BC",,4.99
2023-11-10,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,17.17
2023-11-14,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,6.81
2023-11-14,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,8.6
2023-11-14,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,8.96
2023-11-14,cibc credit,"Amazon.ca*471RO8BO3 AMAZON.CA, ON",,64.64
2023-11-14,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,50.27
2023-11-14,td chequing,SEND E-TFR ***XXk   ,88.0,
2023-11-15,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,14.99
2023-11-16,cibc credit,"SAVE ON FOODS #921 VICTORIA, BC",,33.88
2023-11-17,cibc credit,"GAP.COM 4584 800-427-7895, ON",,74.14
2023-11-20,td chequing,TD ATM DEP    006064,,1161.09
2023-11-20,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,15.02
2023-11-20,cibc credit,"THE ROOT CELLAR VICTORIA, BC",,30.8
2023-11-20,cibc credit,"CDN TIRE STORE #00365 VICTORIA, BC",,51.81
2023-11-20,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,28.64
2023-11-20,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,5.5
2023-11-21,td chequing,SEND E-TFR ***8uB   ,1200.0,
2023-11-21,cibc chequing,Internet Banking INTERNET TRANSFER 000000221606,800.0,
2023-11-21,cibc chequing,Internet Banking E-TRANSFER 104786623150 KELLY OJUKWU,,1200.0
2023-11-22,cibc credit,"AMZN Mktp US*F60F57UA3 Amzn.com/bill, ON",,281.66
2023-11-22,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,800.0,
2023-11-23,cibc chequing,Internet Banking INTERNET TRANSFER 000000213083,400.0,
2023-11-23,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,30.52
2023-11-23,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,5.27
2023-11-24,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,400.0,
2023-11-27,td chequing,TD ATM DEP    007967,,599.92
2023-11-27,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,8.6
2023-11-27,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,15.02
2023-11-27,td chequing,Amazon.ca         _V,29.65,
2023-11-28,td chequing,Transfer to savings,0.5,
2023-11-28,tdsavings,Transfer to savings,,0.5
2023-11-29,td chequing,NMM TFR 333307377705,,330.33
2023-11-30,cibc chequing,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,
2023-11-30,cibc chequing,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95
2023-11-30,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,38.54
2023-11-30,td chequing,INTEREST CREDIT     ,,0.01
2023-12-01,td chequing,Spotify       6.71_V,6.71,
2023-12-01,td chequing,SEND E-TFR ***MXb   ,816.66,
2023-12-04,tdsavings,Transfer to savings,,0.5
2023-12-04,cibc credit,"WALMART.CA MISSISSAUGA, ON",,36.93
2023-12-04,td chequing,SEND E-TFR ***dZw   ,22.4,
2023-12-04,td chequing,Transfer to savings,0.5,
2023-12-05,td chequing,Amazon Pri    7.49_V,10.52,
2023-12-05,cibc credit,CASHBACK/REMISE EN ARGENT,30.17,
2023-12-06,tdsavings,Transfer to savings,,0.5
2023-12-06,td chequing,Transfer to savings,0.5,
2023-12-06,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,59.5
2023-12-07,cibc credit,"THE ROOT CELLAR VICTORIA, BC",,38.9
2023-12-07,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,56.68
2023-12-07,cibc credit,"Amazon.ca Prime Member amazon.ca/pri, BC",,5.59
2023-12-11,cibc credit,"AMZN Mktp CA*NM9K01I73 WWW.AMAZON.CA, ON",,32.32
2023-12-11,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,9.11
2023-12-12,cibc credit,"UVIC BOOKSTORE VICTORIA, BC",,4.43
2023-12-13,td chequing,TD ATM DEP    002899,,844.41
2023-12-14,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,27.25
2023-12-15,cibc chequing,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 334932426786,14.5,
2023-12-15,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,32.64
2023-12-18,td chequing,SEND E-TFR ***5JT   ,65.0,
2023-12-18,cibc chequing,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon.ca 335041136023 22.39 CAD @ 1.000000,22.39,
2023-12-18,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,6.43
2023-12-18,td chequing,SEND E-TFR ***cJ9   ,16.0,
2023-12-19,cibc credit,"THE ROOT CELLAR VICTORIA, BC",,18.67
2023-12-19,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,6.43
2023-12-20,td chequing,BCF-SWB SELF SE   _M,19.2,
2023-12-21,td chequing,Transfer to savings,0.5,
2023-12-21,tdsavings,Transfer to savings,,0.5
2023-12-21,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,14.01
2023-12-21,cibc credit,"COMPASS VENDING BURNABY, BC",,11.25
2023-12-21,cibc credit,"BCF-TSA SELF SERVE TICKET DELTA, BC",,19.2
2023-12-21,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,106.81
2023-12-21,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,29.61
2023-12-21,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,56.05
2023-12-21,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,5.92
2023-12-22,cibc credit,"MCDONALD'S #7265 DELTA, BC",,13.61
2023-12-22,td chequing,SEND E-TFR ***TVG   ,400.0,
2023-12-22,td chequing,SEND E-TFR ***F8A   ,500.0,
2023-12-27,cibc credit,Shop 9/ Lounge 2 AV Schiphol A 24.95 EUR @ 1.501402,,37.46
2023-12-27,cibc credit,Fashion Shop c. Schiphol Airp,,95.31
2023-12-27,cibc chequing,Internet Banking INTERNET TRANSFER 000000102625,700.0,
2023-12-27,cibc chequing,Internet Banking E-TRANSFER 104825202879 KELLY OJUKWU,,500.0
2023-12-27,cibc chequing,Internet Banking INTERNET TRANSFER 000000114396,485.6,
2023-12-27,cibc chequing,Internet Banking E-TRANSFER 104825206212 KELLY OJUKWU,,400.0
2023-12-27,td chequing,SEND E-TFR ***tQH   ,50.0,
2023-12-27,cibc credit,"COMPASS VENDING BURNABY, BC",,11.25
2023-12-27,td chequing,UBER CANADA/UBE   _V,28.29,
2023-12-27,td chequing,GC 0293-DEPOSIT     ,,984.1
2023-12-27,td chequing,SEND E-TFR ***tgT   ,700.0,
2023-12-27,td chequing,SEND E-TFR ***jqQ   ,50.0,
2023-12-27,cibc chequing,Internet Banking INTERNET TRANSFER 000000220865,400.0,
2023-12-27,cibc credit,"UBER* TRIP TORONTO, ON",,23.81
2023-12-27,cibc chequing,Internet Banking E-TRANSFER 104828584452 KELLY OJUKWU,,700.0
2023-12-27,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,5.51
2023-12-27,cibc credit,"BEST BUY MOBILE #239 VICTORIA, BC",,96.58
2023-12-27,cibc credit,"EXPEDIA 72719069319455 EXPEDIA.CA, ON",,73.58
2023-12-27,cibc credit,"BCF-SWB SELF SERVE TICKET SIDNEY, BC",,19.2
2023-12-27,cibc credit,"BCF - VANIS, SPIRIT OF VICTORIA, BC",,5.76
2023-12-27,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,400.0,
2023-12-27,cibc credit,"UBER* TRIP TORONTO, ON",,5.95
2023-12-27,cibc credit,"AIR CAN* 0144257808571 AIRCANADA.COM, MB",,105.0
2023-12-27,cibc credit,"BEST BUY #945 CALGARY, AB",,315.83
2023-12-27,cibc credit,"CALGARY DUTY FREE CACI CALGARY, AB",,15.5
2023-12-27,cibc credit,"3716-CLGY RELAY POST I CALGARY, AB",,3.0
2023-12-27,cibc credit,"A&W # 1577 CALGARY, AB",,14.05
2023-12-27,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,485.6,
2023-12-27,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,9.2
2023-12-27,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,15.0
2023-12-27,cibc credit,"UBER CANADA/UBERTRIP TORONTO, ON",,27.59
2023-12-28,tdsavings,Transfer to savings,,0.5
2023-12-28,cibc chequing,Internet Banking E-TRANSFER 104829711774 KELLY OJUKWU,,50.0
2023-12-28,cibc chequing,Internet Banking INTERNET TRANSFER 000000230529,62.57,
2023-12-28,cibc chequing,Internet Banking INTERNET TRANSFER 000000104770,100.0,
2023-12-28,cibc chequing,Branch Transaction PAY PER USE OVERDRAFT FEE,5.0,
2023-12-28,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,700.0,
2023-12-28,cibc credit,"AMZN Mktp US*T482B1AJ0 Amzn.com/bill, ON",,114.67
2023-12-28,td chequing,Transfer to savings,0.5,
2023-12-29,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,100.0,
2023-12-29,cibc chequing,Branch Transaction OVERDRAFT INTEREST CHARGE,0.13,
2023-12-29,td chequing,INTEREST CREDIT     ,,0.01
2023-12-29,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,62.57,
2023-12-29,cibc chequing,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95
2023-12-29,cibc chequing,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,
2024-01-02,cibc credit,RELAY 352633SV 4067449 95352633RELAY 15.99 EUR @ 1.505941,,24.08
2024-01-02,td chequing,SEND E-TFR ***Xju   ,816.0,
2024-01-02,td chequing,NMM TFR 400202678705,,5279.98
2024-01-02,td chequing,UNI VIC TUIT U8J5W4 ,5369.78,
2024-01-02,td chequing,HILTON GARDEN I   _M,2.26,
2024-01-02,cibc credit,PRET A MANGER 2961825 TREMBL302154/ 8.30 EUR @ 1.504819,,12.49
2024-01-02,cibc chequing,Branch Transaction WITHDRAWAL IBB RIDEAU & SUSSEX BANKING CENTRE,20.0,
2024-01-02,cibc chequing,Branch Transaction PAY PER USE OVERDRAFT FEE,5.0,
2024-01-03,cibc credit,"PRICELN*HILTON GARDEN 203-299-8000, CT 99.74 USD @ 1.360236",,135.67
2024-01-03,td chequing,Transfer to savings,0.5,
2024-01-03,cibc credit,"OCT*E5Z2R2Z2DRQ73W OTTAWA, ON",,3.8
2024-01-03,tdsavings,Transfer to savings,,0.5
2024-01-03,cibc credit,"FIVE GUYS TRAINYARDS ONLI OTTAWA, ON",,20.71
2024-01-04,cibc credit,"YYZ KENSINGTON MARKET MISSISSAUGA, ON",,4.84
2024-01-04,cibc credit,"OCT*NZ3QYVW1KO8W8V OTTAWA, ON",,3.8
2024-01-04,cibc credit,"3794 OTTW LOCKS/MAISON OTTAWA, ON",,3.79
2024-01-04,cibc credit,CREDIT ADJUSTMENT,0.9,
2024-01-05,cibc credit,"THE ROOT CELLAR VICTORIA, BC",,14.64
2024-01-05,cibc credit,"YYZ KENSINGTON MARKET 1E MISSISSAUGA, ON",,12.42
2024-01-05,td chequing,THRIFTY FOODS #   _M,17.94,
2024-01-05,cibc credit,"YOW TIM HORTONS PRE SECUR OTTAWA, ON",,5.12
2024-01-05,cibc credit,AGODA-B Internet,,134.43
2024-01-05,cibc credit,"WAL-MART SUPERCENTER#3131 OTTAWA, ON",,16.86
2024-01-05,cibc credit,"AIR CAN* 0142187033835 AIRCANADA.COM, MB",,797.92
2024-01-05,td chequing,REXALL PHARMACY   _M,15.21,
2024-01-05,cibc credit,"HILTON GARDEN INN OTTAWA GLOUCESTER, ON",,2.83
2024-01-08,tdsavings,Transfer to savings,,1.0
2024-01-08,td chequing,Spotify       6.71_V,6.71,
2024-01-08,td chequing,BELLEVILLE'S WA   _F,6.54,
2024-01-08,td chequing,Transfer to savings,1.0,
2024-01-08,td chequing,SEND E-TFR ***2az   ,22.4,
2024-01-08,td chequing,TD ATM DEP    004406,,273.89
2024-01-08,cibc credit,"WAL-MART SUPERCENTER#3109 VICTORIA, BC",,16.07
2024-01-08,cibc credit,"AIR CAN* 0144257144540 AIRCANADA.COM, MB",,33.9
2024-01-08,cibc credit,"Amazon Prime*TK76D3780 Amzn.com/bill, WA 7.49 USD @ 1.373831",,10.29
2024-01-08,cibc credit,"Amazon.ca Prime Member amazon.ca/pri, BC",,5.59
2024-01-09,tdsavings,Transfer to savings,,1.0
2024-01-09,td chequing,SEND E-TFR ***jhP   ,274.0,
2024-01-09,td chequing,Transfer to savings,1.0,
2024-01-10,cibc chequing,Internet Banking INTERNET TRANSFER 000000103528,190.0,
2024-01-10,cibc chequing,Internet Banking E-TRANSFER 104844712641 KELLY OJUKWU,,274.0
2024-01-10,cibc credit,"Amazon Prime Amzn.com/bill, WA -7.49 USD @ 1.300400",9.74,
2024-01-11,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,190.0,
2024-01-15,cibc credit,"Amazon.ca www.amazon.ca, ON",,26.82
2024-01-15,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,11.05
2024-01-15,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,47.3
2024-01-15,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,8.49
2024-01-16,cibc credit,"THE HOME DEPOT #7055 VICTORIA, BC",,22.38
2024-01-16,cibc credit,"UVIC BOOKSTORE VICTORIA, BC",,33.55
2024-01-17,cibc credit,"Amazon.ca www.amazon.ca, ON",26.82,
2024-01-18,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,27.35
2024-01-19,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,21.57
2024-01-22,cibc chequing,Internet Banking INTERNET TRANSFER 000000223747,30.0,
2024-01-22,td chequing,SEND E-TFR ***QXB   ,30.0,
2024-01-22,td chequing,TD ATM DEP    008254,,35.0
2024-01-22,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,6.32
2024-01-22,cibc chequing,Internet Banking E-TRANSFER 104858174459 KELLY OJUKWU,,30.0
2024-01-23,cibc credit,"BLUEBIRD CABS VICTORIA, BC",,22.48
2024-01-23,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,30.0,
2024-01-24,td chequing,CACONNECT RYAN    _M,4.67,
2024-01-24,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,70.0,
2024-01-24,td chequing,NMM TFR 402404729705,,883.75
2024-01-24,td chequing,SEND E-TFR ***U8A   ,884.0,
2024-01-25,tdsavings,Transfer to savings,,0.5
2024-01-25,cibc chequing,Internet Banking E-TRANSFER 104860902607 KELLY OJUKWU,,884.0
2024-01-25,td chequing,Transfer to savings,0.5,
2024-01-25,cibc credit,"THE HOME DEPOT #7055 VICTORIA, BC",,10.23
2024-01-25,cibc credit,"AMAZON* 701-7605259-74 DOWNTOWN TORO, ON",,11.99
2024-01-25,cibc chequing,Internet Banking INTERNET TRANSFER 000000212881,884.0,
2024-01-26,td chequing,SEND E-TFR ***sYA   ,612.0,
2024-01-26,td chequing,TD ATM DEP    006839,,613.05
2024-01-26,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,884.0,
2024-01-26,cibc credit,"SAVE ON FOODS VICTORIA, BC",,19.99
2024-01-26,cibc chequing,Internet Banking E-TRANSFER 104862274546 KELLY OJUKWU,,612.0
2024-01-26,cibc chequing,Internet Banking INTERNET TRANSFER 000000221787,193.0,
2024-01-29,cibc credit,PAYMENT THANK YOU/PAIEMEN T MERCI,193.0,
2024-01-29,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,73.26
2024-01-29,cibc credit,"WAL-MART SUPERCENTER#1214 VICTORIA, BC",,39.37
2024-01-29,cibc credit,"Amazon.ca www.amazon.ca, ON",,36.27
2024-01-31,cibc credit,"COMPASS VENDING BURNABY, BC",,11.25
2024-01-31,cibc credit,"BCF-TSA SELF SERVE TICKET DELTA, BC",,19.2
2024-01-31,cibc credit,"BCF-SWB SELF SERVE TICKET SIDNEY, BC",,19.2
2024-01-31,cibc chequing,Branch Transaction OVERDRAFT INTEREST CHARGE,0.4,
2024-01-31,cibc credit,"SNB FERRY CAFE DELTA, BC",,5.37
2024-01-31,cibc chequing,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95
2024-01-31,cibc chequing,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,
2024-01-31,cibc credit,"BCF - COASTAL INSPIRATION VICTORIA, BC",,5.97
2024-02-01,td chequing,Spotify       6.71_V,6.71,
2024-02-01,cibc credit,"COMPASS ACCOUNT BURNABY, BC",,3.15
2024-02-02,cibc chequing,Internet Banking INTERNET TRANSFER 000000213557,,394.0
2024-02-02,cibc chequing,Internet Banking E-TRANSFER 104871236930 Devinder Landlady,816.0,
2024-02-05,cibc credit,"BELLEVILLE'S WATERING VICTORIA, BC",,2.98
2024-02-05,cibc credit,CASH ADVANCE/AVANCE DE FO NDS,,394.0
2024-02-05,cibc credit,"THRIFTY FOODS #9469 VICTORIA, BC",,42.87
2024-02-05,td chequing,PODP FEE FEB/01/2024,5.0,
2024-02-05,cibc credit,CASH ADV/BT/CONV CHQ FEE,,5.0
